service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
94,0,0,0,0,0,1,1,20250308,20250622
95,0,0,0,0,0,1,1,20250308,20250628
96,0,0,0,0,0,1,1,20250308,20250628
97,0,0,0,0,0,1,1,20250308,20250629
98,0,0,0,0,0,1,1,20250308,20250628
99,0,0,0,0,0,1,1,20250308,20250629
100,0,0,0,0,0,1,1,20250308,20250628
101,0,0,0,0,0,1,1,20250308,20250628
102,0,0,0,0,0,1,1,20250308,20250629
103,0,0,0,0,0,1,1,20250308,20250628
104,0,0,0,0,0,1,1,20250308,20250629
105,0,0,0,0,0,1,1,20250308,20250330
106,0,0,0,0,0,1,1,20250308,20250525
107,0,0,0,0,0,1,1,20250308,20250531
108,0,0,0,0,0,1,1,20250308,20250329
109,0,0,0,0,0,1,1,20250308,20250531
110,0,0,0,0,0,1,1,20250308,20250531
111,0,0,0,0,0,1,1,20250308,20250405
112,0,0,0,0,0,1,1,20250308,20250531
113,0,0,0,0,0,1,1,20250308,20250316
114,0,0,0,0,0,1,1,20250308,20250315
115,0,0,0,0,0,1,1,20250308,20250629
116,0,0,0,0,0,1,1,20250308,20250628
117,0,0,0,0,0,1,1,20250308,20250628
118,0,0,0,0,0,1,1,20250308,20250629
119,0,0,0,0,0,1,1,20250308,20250628
120,0,0,0,0,0,1,1,20250308,20250629
121,0,0,0,0,0,1,1,20250308,20250628
122,0,0,0,0,0,1,1,20250308,20250628
123,0,0,0,0,0,1,1,20250308,20250629
124,0,0,0,0,0,1,1,20250308,20250628
125,0,0,0,0,0,1,1,20250308,20250628
126,0,0,0,0,0,1,1,20250308,20250628
127,0,0,0,0,0,1,1,20250308,20250628
128,0,0,0,0,0,1,1,20250308,20250629
129,0,0,0,0,0,1,1,20250308,20250531
130,0,0,0,0,0,1,1,20250308,20250531
131,0,0,0,0,0,1,1,20250308,20250308
132,0,0,0,0,0,1,1,20250308,20250628
133,0,0,0,0,0,1,1,20250308,20250420
134,0,0,0,0,0,1,1,20250308,20250628
135,0,0,0,0,0,1,1,20250308,20250322
136,0,0,0,0,0,1,1,20250308,20250628
137,0,0,0,0,0,1,1,20250308,20250628
138,0,0,0,0,0,1,1,20250308,20250628
139,0,0,0,0,0,1,1,20250308,20250412
140,0,0,0,0,0,1,1,20250308,20250309
141,0,0,0,0,0,1,1,20250308,20250628
142,0,0,0,0,0,1,1,20250308,20250629
143,0,0,0,0,0,1,1,20250308,20250622
144,0,0,0,0,0,1,1,20250308,20250427
145,0,0,0,0,0,1,1,20250308,20250629
146,0,0,0,0,0,1,1,20250308,20250629
147,0,0,0,0,0,1,1,20250308,20250622
148,0,0,0,0,0,1,1,20250308,20250501
149,0,0,0,0,0,1,1,20250309,20250629
150,0,0,0,0,0,1,1,20250309,20250629
151,0,0,0,0,0,1,1,20250309,20250622
152,0,0,0,0,0,1,1,20250309,20250629
153,0,0,0,0,0,1,1,20250309,20250629
154,0,0,0,0,0,1,1,20250309,20250629
155,0,0,0,0,0,1,1,20250309,20250629
156,0,0,0,0,0,1,1,20250309,20250406
157,0,0,0,0,0,1,1,20250309,20250525
158,0,0,0,0,0,1,1,20250309,20250330
159,0,0,0,0,0,1,1,20250309,20250525
160,0,0,0,0,0,1,1,20250309,20250525
161,0,0,0,0,0,1,1,20250309,20250316
162,0,0,0,0,0,1,1,20250309,20250629
163,0,0,0,0,0,1,1,20250309,20250629
164,0,0,0,0,0,1,1,20250309,20250629
165,0,0,0,0,0,1,1,20250309,20250629
166,0,0,0,0,0,1,1,20250309,20250629
167,0,0,0,0,0,1,1,20250309,20250629
168,0,0,0,0,0,1,1,20250309,20250629
169,0,0,0,0,0,1,1,20250309,20250525
170,0,0,0,0,0,1,1,20250309,20250629
171,0,0,0,0,0,1,1,20250309,20250629
172,0,0,0,0,0,1,1,20250309,20250629
173,0,0,0,0,0,1,1,20250309,20250323
174,0,0,0,0,0,1,1,20250309,20250629
175,0,0,0,0,0,1,1,20250309,20250629
176,0,0,0,0,0,1,1,20250309,20250629
177,0,0,0,0,0,1,1,20250309,20250309
178,0,0,0,0,0,1,1,20250309,20250622
179,0,0,0,0,0,1,1,20250309,20250629
180,0,0,0,0,0,1,1,20250309,20250413
181,1,1,1,1,1,0,0,20250310,20250430
182,1,1,1,1,1,0,0,20250310,20250314
183,1,1,1,1,1,0,0,20250310,20250310
184,1,1,1,1,1,0,0,20250310,20250313
185,1,1,1,1,1,0,0,20250310,20250403
186,1,1,1,1,1,0,0,20250310,20250403
187,1,1,1,1,1,0,0,20250310,20250630
188,1,1,1,1,1,0,0,20250310,20250627
189,1,1,1,1,1,0,0,20250310,20250630
190,1,1,1,1,1,0,0,20250310,20250613
191,1,1,1,1,1,0,0,20250310,20250627
192,1,1,1,1,1,0,0,20250310,20250430
193,1,1,1,1,1,0,0,20250310,20250502
194,1,1,1,1,1,0,0,20250310,20250502
195,1,1,1,1,1,0,0,20250310,20250331
196,1,1,1,1,1,0,0,20250311,20250312
197,1,1,1,1,1,0,0,20250311,20250314
198,1,1,1,1,1,0,0,20250311,20250313
199,1,1,1,1,1,0,0,20250313,20250626
200,1,1,1,1,1,0,0,20250313,20250627
201,1,1,1,1,1,0,0,20250314,20250627
202,1,1,1,1,1,0,0,20250314,20250314
203,1,1,1,1,1,0,0,20250314,20250327
204,1,1,1,1,1,0,0,20250314,20250328
205,1,1,1,1,1,0,0,20250314,20250328
206,1,1,1,1,1,0,0,20250314,20250403
207,0,0,0,0,0,1,1,20250315,20250323
208,0,0,0,0,0,1,1,20250315,20250322
209,1,0,0,0,0,0,1,20250316,20250324
210,0,0,0,0,0,1,1,20250315,20250315
211,0,0,0,0,0,1,1,20250315,20250628
212,0,0,0,0,0,1,1,20250315,20250628
213,0,0,0,0,0,1,1,20250315,20250322
214,0,0,0,0,0,1,1,20250315,20250629
215,0,0,0,0,0,1,1,20250315,20250628
216,0,0,0,0,0,1,1,20250315,20250426
217,0,0,0,0,0,1,1,20250315,20250614
218,0,0,0,0,0,1,1,20250315,20250427
219,0,0,0,0,0,1,1,20250315,20250426
220,0,0,0,0,0,1,1,20250315,20250427
221,0,0,0,0,0,1,1,20250316,20250323
222,0,0,0,0,0,1,1,20250316,20250316
223,0,0,0,0,0,1,1,20250316,20250629
224,0,0,0,0,0,1,1,20250316,20250629
225,0,0,0,0,0,1,1,20250316,20250427
226,0,0,0,0,0,1,1,20250316,20250427
227,1,1,1,1,1,0,0,20250317,20250327
228,1,1,1,1,1,0,0,20250317,20250327
229,1,1,1,1,1,0,0,20250317,20250317
230,1,1,1,1,1,0,0,20250317,20250630
231,1,1,1,1,1,0,0,20250317,20250328
232,1,1,1,1,1,0,0,20250317,20250630
233,1,1,1,1,1,0,0,20250317,20250627
234,1,1,1,1,1,0,0,20250317,20250627
235,1,1,1,1,1,0,0,20250317,20250321
236,1,1,1,1,1,0,0,20250318,20250530
237,1,1,1,1,1,0,0,20250320,20250320
238,1,1,1,1,1,0,0,20250320,20250630
239,1,1,1,1,1,0,0,20250321,20250321
240,1,1,1,1,1,0,0,20250321,20250630
241,0,0,0,0,0,1,1,20250322,20250322
242,0,0,0,0,0,1,1,20250322,20250406
243,0,0,0,0,0,1,1,20250322,20250531
244,0,0,0,0,0,1,1,20250322,20250629
245,0,0,0,0,0,1,1,20250322,20250628
246,0,0,0,0,0,1,1,20250322,20250323
247,0,0,0,0,0,1,1,20250323,20250629
248,0,0,0,0,0,1,1,20250323,20250629
249,0,0,0,0,0,1,1,20250323,20250629
250,0,0,0,0,0,1,1,20250323,20250629
251,1,1,1,1,1,0,0,20250324,20250326
252,1,1,1,1,1,0,0,20250324,20250328
253,1,1,1,1,1,0,0,20250324,20250627
254,1,1,1,1,1,0,0,20250324,20250627
255,1,1,1,1,1,0,0,20250324,20250630
256,1,1,1,1,1,0,0,20250325,20250407
257,1,1,1,1,1,0,0,20250325,20250404
258,1,1,1,1,1,0,0,20250325,20250407
259,1,1,1,1,1,0,0,20250325,20250325
260,1,1,1,1,1,0,0,20250325,20250407
261,1,1,1,1,1,0,0,20250325,20250403
262,1,1,1,1,1,0,0,20250325,20250407
263,1,1,1,1,1,0,0,20250325,20250404
264,1,1,1,1,1,0,0,20250325,20250404
265,1,1,1,1,1,0,0,20250326,20250407
266,1,1,1,1,1,0,0,20250326,20250407
267,1,1,1,1,1,0,0,20250326,20250407
268,1,1,1,1,1,0,0,20250327,20250328
269,1,1,1,1,1,0,0,20250327,20250404
270,1,1,1,1,1,0,0,20250328,20250404
271,1,1,1,1,1,0,0,20250328,20250630
272,1,1,1,1,1,0,0,20250328,20250328
273,1,1,1,1,1,0,0,20250328,20250627
274,1,1,1,1,1,0,0,20250328,20250403
275,1,1,1,1,1,0,0,20250328,20250403
276,1,1,1,1,1,0,0,20250328,20250402
277,0,0,0,0,0,1,1,20250329,20250629
278,0,0,0,0,0,1,1,20250329,20250405
279,0,0,0,0,0,1,1,20250329,20250406
280,0,0,0,0,0,1,1,20250329,20250329
281,0,0,0,0,0,1,1,20250329,20250330
282,0,0,0,0,0,1,1,20250329,20250628
283,0,0,0,0,0,1,1,20250329,20250628
284,0,0,0,0,0,1,1,20250329,20250628
285,0,0,0,0,0,1,1,20250329,20250628
286,0,0,0,0,0,1,1,20250329,20250629
287,0,0,0,0,0,1,1,20250329,20250531
288,0,0,0,0,0,1,1,20250329,20250427
289,0,0,0,0,0,1,1,20250329,20250622
290,0,0,0,0,0,1,1,20250329,20250615
291,0,0,0,0,0,1,1,20250330,20250406
292,0,0,0,0,0,1,1,20250330,20250330
293,0,0,0,0,0,1,1,20250330,20250629
294,0,0,0,0,0,1,1,20250330,20250629
295,0,0,0,0,0,1,1,20250330,20250629
296,0,0,0,0,0,1,1,20250330,20250629
297,1,1,1,1,1,0,0,20250331,20250627
298,1,1,1,1,1,0,0,20250331,20250403
299,1,1,1,1,1,0,0,20250331,20250627
300,1,1,1,1,1,0,0,20250331,20250630
301,1,1,1,1,1,0,0,20250331,20250430
302,1,1,1,1,1,0,0,20250401,20250530
303,1,1,1,1,1,0,0,20250401,20250529
304,1,1,1,1,1,0,0,20250401,20250530
305,1,1,1,1,1,0,0,20250401,20250627
306,1,1,1,1,1,0,0,20250401,20250627
307,1,1,1,1,1,0,0,20250401,20250630
308,1,1,1,1,1,0,0,20250403,20250403
309,1,1,1,1,1,0,0,20250404,20250530
310,1,1,1,1,1,0,0,20250404,20250407
311,0,0,0,0,0,1,1,20250405,20250531
312,0,0,0,0,0,1,1,20250405,20250531
313,0,0,0,0,0,1,1,20250405,20250531
314,0,0,0,0,0,1,1,20250405,20250405
315,0,0,0,0,0,1,1,20250405,20250406
316,0,0,0,0,0,1,1,20250405,20250421
317,0,0,0,0,0,1,1,20250405,20250629
318,0,0,0,0,0,1,1,20250405,20250531
319,0,0,0,0,0,1,1,20250405,20250531
320,0,0,0,0,0,1,1,20250405,20250628
321,0,0,0,0,0,1,1,20250405,20250628
322,0,0,0,0,0,1,1,20250406,20250525
323,0,0,0,0,0,1,1,20250406,20250525
324,0,0,0,0,0,1,1,20250406,20250406
325,0,0,0,0,0,1,1,20250406,20250525
326,0,0,0,0,0,1,1,20250406,20250629
327,0,0,0,0,0,1,1,20250406,20250629
328,1,1,1,1,1,0,0,20250407,20250407
329,1,1,1,1,1,0,0,20250407,20250526
330,0,0,0,0,0,1,1,20250412,20250629
331,0,0,0,0,0,1,1,20250412,20250531
332,0,0,0,0,0,1,1,20250412,20250531
333,1,1,1,1,1,0,0,20250414,20250626
334,1,1,1,1,1,0,0,20250417,20250630
335,1,1,1,1,1,0,0,20250417,20250417
336,1,1,1,1,1,0,0,20250417,20250630
337,0,0,0,0,0,1,1,20250418,20250508
338,0,0,0,0,0,1,1,20250418,20250508
339,0,0,0,0,0,1,1,20250418,20250508
340,0,0,0,0,0,1,1,20250418,20250421
341,0,0,0,0,0,1,1,20250418,20250501
342,0,0,0,0,0,1,1,20250418,20250508
343,0,0,0,0,0,1,1,20250418,20250503
344,0,0,0,0,0,1,1,20250418,20250418
345,0,0,0,0,0,1,1,20250418,20250628
346,0,0,0,0,0,1,1,20250419,20250508
347,0,0,0,0,0,1,1,20250419,20250420
348,0,0,0,0,0,1,1,20250419,20250419
349,0,0,0,0,0,1,1,20250420,20250420
350,0,0,0,0,0,1,1,20250421,20250421
351,0,0,0,0,0,1,1,20250421,20250508
352,0,0,0,0,0,1,1,20250421,20250629
353,0,0,0,0,0,1,1,20250421,20250629
354,1,1,1,1,1,0,0,20250422,20250627
355,1,1,1,1,1,0,0,20250422,20250630
356,1,1,1,1,1,0,0,20250425,20250627
357,0,0,0,0,0,1,1,20250426,20250629
358,0,0,0,0,0,1,1,20250426,20250628
359,1,1,1,1,1,0,0,20250430,20250507
360,0,0,0,0,0,1,1,20250501,20250508
361,0,0,0,0,0,1,1,20250501,20250629
362,0,0,0,0,0,1,1,20250501,20250629
363,1,1,1,1,1,0,0,20250502,20250627
364,1,1,1,1,1,0,0,20250502,20250502
365,1,1,1,1,1,0,0,20250502,20250627
366,1,1,1,1,1,0,0,20250502,20250630
367,0,0,0,0,0,1,1,20250503,20250614
368,0,0,0,0,0,1,1,20250503,20250629
369,0,0,0,0,0,1,1,20250503,20250628
370,0,0,0,0,0,1,1,20250503,20250629
371,0,0,0,0,0,1,1,20250504,20250608
372,0,0,0,0,0,1,1,20250504,20250622
373,0,0,0,0,0,1,1,20250504,20250629
374,1,1,1,1,1,0,0,20250505,20250627
375,1,1,1,1,1,0,0,20250505,20250630
376,1,1,1,1,1,0,0,20250505,20250627
377,1,1,1,1,1,0,0,20250505,20250626
378,0,0,0,0,0,1,1,20250508,20250508
379,0,0,0,0,0,1,1,20250601,20250629
380,0,0,0,0,0,1,1,20250601,20250629
381,1,1,1,1,1,0,0,20250602,20250627
382,1,1,1,1,1,0,0,20250602,20250630
383,1,1,1,1,1,0,0,20250602,20250630
384,1,1,1,1,1,0,0,20250602,20250626
385,1,1,1,1,1,0,0,20250602,20250623
386,1,1,1,1,1,0,0,20250603,20250627
387,1,1,1,1,1,0,0,20250603,20250626
388,1,1,1,1,1,0,0,20250605,20250627
389,1,1,1,1,1,0,0,20250606,20250627
390,0,0,0,0,0,1,1,20250607,20250628
391,0,0,0,0,0,1,1,20250615,20250629
392,0,0,0,0,0,1,1,20250615,20250629
393,1,1,1,1,1,0,0,20250616,20250627
394,0,0,0,0,0,1,1,20250621,20250628
395,0,0,0,0,0,1,1,20250621,20250629
396,0,0,0,0,0,1,1,20250628,20250629
397,0,0,0,0,0,1,1,20250628,20250628
398,0,0,0,0,0,1,1,20250629,20250629
399,1,1,1,1,1,0,0,20250630,20250630
400,1,1,1,1,1,0,0,20250303,20250324
401,0,1,1,1,1,1,0,20250304,20250325
402,0,1,1,1,1,1,0,20250304,20250701
403,1,1,1,1,0,0,1,20250303,20250313
404,1,1,1,1,1,0,0,20250304,20250314
405,1,1,1,1,0,0,1,20250303,20250629
406,1,1,1,1,0,0,1,20250303,20250323
407,1,1,1,1,1,0,0,20250304,20250324
408,1,1,1,1,0,0,1,20250303,20250630
409,0,0,0,0,0,1,0,20250308,20250628
410,1,0,0,0,0,0,1,20250309,20250324
411,1,0,0,0,0,0,1,20250309,20250630
412,0,0,0,0,0,1,0,20250308,20250322
413,0,0,0,0,0,1,0,20250308,20250308
414,0,0,0,0,0,1,0,20250308,20250315
415,1,0,0,0,0,0,1,20250309,20250317
416,0,0,0,0,1,1,0,20250307,20250314
417,0,0,0,0,0,1,1,20250308,20250315
418,0,0,0,0,1,1,0,20250307,20250628
419,0,0,0,0,1,1,0,20250307,20250628
420,0,0,0,0,1,1,0,20250307,20250322
421,0,0,0,0,1,1,0,20250307,20250322
422,0,0,0,0,0,1,1,20250308,20250323
423,0,0,0,0,0,0,1,20250309,20250629
424,0,0,0,0,0,0,1,20250309,20250323
425,0,0,0,0,0,0,1,20250309,20250309
426,0,0,0,0,0,0,1,20250309,20250323
427,0,0,0,0,0,1,1,20250309,20250518
428,1,1,1,1,1,0,0,20250310,20250317
429,0,0,0,0,0,1,1,20250315,20250316
430,0,0,0,0,0,1,0,20250315,20250315
431,0,0,0,0,0,0,1,20250316,20250316
432,0,0,0,0,1,1,0,20250315,20250321
433,0,0,0,0,0,1,1,20250316,20250322
434,1,1,1,1,0,0,1,20250316,20250320
435,1,1,1,1,1,0,0,20250318,20250627
436,1,1,1,1,1,0,0,20250318,20250324
437,0,0,0,0,0,1,1,20250322,20250629
438,0,0,0,0,0,1,0,20250322,20250322
439,1,0,0,0,0,0,1,20250323,20250324
440,0,0,0,0,0,0,1,20250323,20250323
441,0,0,0,0,1,1,0,20250322,20250322
442,0,0,0,0,0,1,1,20250323,20250323
443,1,1,1,1,1,0,0,20250324,20250324
444,1,1,1,1,0,0,1,20250323,20250323
445,1,1,1,1,1,0,0,20250325,20250630
446,0,1,1,1,1,1,0,20250326,20250701
447,1,1,1,1,1,0,0,20250325,20250627
448,1,1,1,1,1,0,0,20250325,20250627
449,1,1,1,1,1,0,0,20250325,20250502
450,0,1,1,1,1,1,0,20250326,20250503
451,1,1,1,1,0,0,1,20250324,20250629
452,1,1,1,1,0,0,1,20250324,20250626
453,1,1,1,1,1,0,0,20250325,20250627
454,0,0,0,0,0,1,1,20250329,20250629
455,0,0,0,0,0,1,1,20250329,20250629
456,1,0,0,0,0,0,1,20250330,20250630
457,1,0,0,0,0,0,1,20250330,20250630
458,0,0,0,0,0,1,0,20250329,20250628
459,0,0,0,0,1,1,0,20250328,20250628
460,0,0,0,0,1,1,0,20250328,20250628
461,0,0,0,0,1,1,0,20250328,20250628
462,0,0,0,0,1,1,0,20250328,20250627
463,0,0,0,0,0,1,1,20250329,20250628
464,0,0,0,0,0,0,1,20250330,20250629
465,0,0,0,0,1,1,0,20250329,20250628
466,0,0,0,0,0,1,1,20250330,20250629
467,1,1,1,1,0,0,1,20250330,20250629
468,1,1,1,1,1,0,0,20250331,20250630
469,0,0,0,0,0,1,1,20250412,20250601
470,1,0,0,0,0,0,1,20250413,20250602
471,0,0,0,0,1,1,0,20250411,20250531
472,0,0,0,0,0,1,0,20250418,20250508
473,1,0,0,0,0,0,1,20250419,20250422
474,1,0,0,0,0,0,1,20250419,20250509
475,0,0,0,0,1,1,0,20250417,20250507
476,0,0,0,0,1,1,0,20250417,20250420
477,0,0,0,0,1,1,0,20250417,20250507
478,0,0,0,0,0,0,1,20250421,20250421
479,0,0,0,0,1,1,0,20250420,20250420
480,1,0,0,0,0,0,1,20250502,20250509
481,0,0,0,0,1,1,0,20250430,20250507
482,1,1,1,1,1,0,0,20250502,20250509
483,0,1,1,1,1,1,0,20250506,20250628
484,0,1,1,1,1,1,0,20250701,20250701
485,1,1,1,1,0,0,1,20250630,20250630
